Id,Word,Hiragana,Romaji,Definitions,StudyOrder
d825e6a8-f31c-4d8c-b5d2-c299253deaf7,会議室,かいぎしつ,kaigishitsu,conference room,70
bcef4681-40c1-4d7a-9b26-6cf97958edf2,住所,じゅうしょ,juusho,"address, place of residence",71
baaafce0-56a8-4b60-8756-67e8fa76adcd,入学,にゅうがくする,nyuugakusuru,entry to school or university,72
c72bb669-fd3e-4a4a-9940-f4d9f6eed9ea,取り替える,とりかえる,torikaeru,"to exchange, to replace",73
581d58a1-3282-4c9f-b1cf-98219ffa26a7,場所,ばしょ,basho,"place, location",74
32411dc4-33a2-4169-a2da-3133a5a94b50,売り場,うりば,uriba,place where things are sold,75
82330be4-f44b-4d56-90a2-f35ea81a4b71,小学校,しょうがっこう,shougakkou,elementary school,76
383afac0-446a-4a49-9fd8-938044bce4dd,引っ越す,ひっこす,hikkosu,to move to a new place of residence,77
2d24562d-0e2b-41d2-8deb-5f0172a3f652,忘れ物,わすれもの,wasuremono,"lost article, something forgotten",78
5a4c4b4a-6034-4adc-a023-2c860fb82751,警察,けいさつ,keisatsu,"police, police station",79
fe756410-926c-478a-9640-7782bb5199a7,高校; 高等学校,こうこう; こうとうがっこう,koukou; koutougakkou,"high school, senior high school",80
4e9c9939-5d68-4cc0-b96a-116df8cc2159,高校生,こうこうせい,koukousei,high school student,81
5b89387b-187d-4cb8-8800-ec39ed51dca7,～区,～く,ku,"district, ward, borough",82
4354d41d-125c-455c-a7a8-0cf68584d87a,～家,～か,ka,person who is specialized in,83
6e60a63f-54ec-4d54-89d0-554092952999,だめ,だめ,dame,"useless, no good, hopeless",84
e2c880f4-11fa-49ec-926d-49d375f9aa16,よろしい,よろしい,yoroshii,"good, OK, all right",85
4bfcaaad-5b5d-47b3-8b5b-e8a97fe4b3c4,優しい,やさしい,yasashii,"kind, gentle, easy",86
c48f044b-534e-46ed-819d-3fec61eeef9d,厳しい,きびしい,kibishii,"hard, rigorous, strict",87
b6be4116-be4c-4904-a1f1-357495be1386,品物,しなもの,shinamono,goods,88
362dd49c-0e06-4ee3-b19a-24d4e2b73635,堅; 硬; 固い,かたい,katai,"solid, hard, firm",89
7f4e7b83-c392-476b-8bac-1c0373b6cf4a,小鳥,ことり,kotori,small bird,90
a9e7c37d-7735-4880-8461-20339c5d5c37,為,ため,tame,"good, advantage, in order to",91
9b69f551-af5d-464f-bfdd-45e14ffddbe3,細かい,こまかい,komakai,"small, fine, minute",92
c0a908b6-a09f-4850-9ba9-99abea3ee61b,頑張る,がんばる,ganbaru,"to try one's best, to try hard, to persist",93
faea4c4e-4464-4da6-a99a-49556130c667,あげる,あげる,ageru,to give,95
56fdd094-8168-4a22-8fae-060d7077acb4,あんな,あんな,anna,"such, like that",96
3244ce11-51fd-4f2a-bcef-c6a9932e29dc,いくら～ても,いくら～ても,ikuratemo,however much one may,97
7c3c73ea-4429-4075-937a-28e29d6ed7ea,いじめる,いじめる,ijimeru,"to bully, to torment",98
14d77cef-03e9-4a02-b8d3-746c52da3610,いただく,頂く,itadaku,"to receive, to eat",99
f54e78f3-05a5-43fc-a456-76d5a7941a19,うかがう,うかがう,ukagau,to ask,100
fa428f36-7be7-44cb-a099-aac6ecef5686,うまい,うまい,umai,"delicious, skillful, fortunate",101
de7370ca-c978-4c0b-905a-bf71e2947013,おかしい,おかしい,okashii,"strange, odd, funny",102
0a5f64cf-b144-49cf-8bf2-aa7ec5abecb8,おつり,おつり,otsuri,"change, balance of money returned to the purchaser",103
d83dacc5-34d5-4bf1-923d-202c87d81d90,おもちゃ,おもちゃ,omocha,a toy,104
094d5d17-4259-4ee3-a5b8-d909276fce57,お土産,おみやげ,omiyage,souvenir,105
c1e8c221-8e81-40f4-ab7e-e929b4cae96f,お嬢さん,おじょうさん,ojousan,daughter,106
2c926a36-f6c4-4b0d-924a-07a7060939e5,お子さん,おこさん,okosan,child,107
98c30151-ea33-4179-9a33-25c82c274a88,お宅,おたく,otaku,"house, home",108
7dd51136-98ea-4c3f-b2d3-df47f8c96cd5,お礼,おれい,orei,"expression of gratitude, thanking, gift of appreciation, bow",109
073be6ea-75da-4042-bd31-0211405d0a01,お祝い,おいわい,oiwai,"congratulation, celebration",110
00b26f2f-be7b-48d9-a82a-82fdc130aae5,お祭り,おまつり,omatsuri,festival,111
590b44dd-19cb-4af0-9f8c-7b4d9499cb69,お見舞い,おみまい,omimai,"calling on someone who is ill, visit",112
799d4c33-a88e-4b5d-a2a3-dd5dad3fc15e,お陰,おかげ,okage,thanks or owing to,113
a133a5d0-5e30-4240-bb79-0e8d8847d777,きっと,きっと,kitto,"surely, definitely, undoubtedly, certainly",114
31bcbf21-0435-40a5-8b9d-3b1791d2a430,くださる,くださる,kudasaru,"to give, to confer",115
6fd3009a-3aad-4dab-bd5f-76f1ee46474d,けがする,けがする,kegasuru,"injury, hurt",116
e3519be9-bc32-49bd-8ab1-12e5ea3cf688,けれど; けれども,けれど; けれども,keredo; keredomo,"but, although",117
235f8317-b325-42eb-a224-4ada4b8f8d46,けんかする,けんかする,kenkasuru,quarrel,118
81ea1822-fe50-44aa-bea8-e208d992b4dc,この間,このあいだ,konoaida,"the other day, recently",119
513dab9b-ee2e-43ca-af88-d7ab33029d59,この頃,このごろ,konogoro,"these days, nowadays",120
8ca23ba8-54e2-4c9e-9fef-3699a103d8ac,これから,これから,korekara,"from now on, after this",121
79a45506-c058-4d65-aeb6-74805bd24de3,ごちそう,ごちそう,gochisou,"feast, treating",122
5e69f205-793a-4b09-b642-9bc5ea5757ec,ごみ,ごみ,gomi,"trash, garbage",123
8984ef3e-099e-4474-b5b9-aea8c5d26fac,ご主人,ごしゅじん,goshujin,husband,124
d9c549d4-9532-40cc-b195-6040118b504b,ご存じ,ごぞんじ,gozonji,"knowing, acquaintance",125
1743b686-4829-48a6-9545-51e6e86429fe,さっき,さっき,sakki,a little while ago,126
9629315b-8b05-485d-9ea0-f09e1429715a,しっかり,しっかり,shikkari,"firmly, steady",127
46c49d79-2687-4f94-8734-7481d17456c9,しばらく,しばらく,shibaraku,little while,128
306f319d-b1f6-42a2-bb96-2a3c2a84c2c0,すっかり,すっかり,sukkari,"all, completely",129
a01e3b57-78bc-4616-a7a1-13dcc0915ac0,すり,すり,suri,pickpocket,130
40287c3c-edaf-494e-abec-b88e549e1a1f,すると,すると,suruto,"and, then",131
7107e37e-f25b-458c-b7d3-fb6f6930d51f,そう,そう,sou,"really, so, yes, right",132
3020b416-076f-451f-bcde-af91b0d7a931,それで,それで,sorede,"and, thereupon, because of that",133
08947905-e630-45b7-b65f-57f139410676,それに,それに,soreni,"moreover, besides",134
e9dd6492-7992-40f1-a660-d22985b8a8d8,それほど,それほど,sorehodo,"to that degree, extent",135
154954ef-8281-4e9c-9ced-bdf1bd778343,そろそろ,そろそろ,sorosoro,"gradually, soon",136
d5c47dd5-92dc-4d8e-8a02-3bedf9c4510c,そんな,そんな,sonna,"such, like that, that sort of",137
0b1e66a9-6290-48ee-8683-3d64a796c20d,そんなに,そんなに,sonnani,"so much, like that",138
d9f75165-8046-4f97-abd2-6364d0d14f10,たまに,たまに,tamani,occasionally,139
7cd42b50-2f8f-4991-99bc-997f8a3e9ac3,だから,だから,dakara,"so, therefore",140
ea793c8a-bae6-428b-beda-bacf85634ad0,ちっとも,ちっとも,chittomo,not at all,141
f15f6584-8d60-43f0-bed6-8019c1e3d874,つもり,つもり,tsumori,"intention, plan",142
29813acb-41e7-48e4-b528-32f3e7679d80,できるだけ,できるだけ,dekirudake,"if at all possible, as much as possible",143
bc454008-05e8-456d-8576-14593ea51dad,とうとう,とうとう,toutou,"finally, at last",144
51afb027-af77-45af-8eb8-8c8e06d69034,なるべく,なるべく,narubeku,"if possible, as much as possible",145
b0fb8f23-6d1c-4bb5-a49f-91bf7e112cff,なるほど,なるほど,naruhodo,"I see, I now understand",146
60badc65-87cc-4285-bc9a-1b88e1c8a10a,はず,はず,hazu,it should be so,147
e49f8337-304a-4ecc-9314-ddb84265f415,はっきり,はっきり,hakkiri,"clearly, distinctly",148
a781db39-7532-49c8-b353-1ca3395fc76b,ひげ,ひげ,hige,beard,149
58a58542-65e2-4d90-be3c-1a3e0a639263,ひどい,ひどい,hidoi,"terrible, awful, unfair, cruel",150
31620e50-855b-4abd-83ef-646cb4d2c111,ぶどう,ぶどう,budou,grapes,151
86a7a436-ef70-4b0b-bd0a-c8d90f871a2b,ほとんど,ほとんど,hotondo,"mostly, almost",152
d412700b-d6b1-499a-9b19-5d51b894a953,まず,まず,mazu,"first, to start with",153
a2129255-8188-4647-ba95-238183ff7b42,または,または,mataha,"or, otherwise",154
2fb0f716-6487-4320-ae6c-7a3ccfc57fd1,もし,もし,moshi,if,155
bc48a0ee-d14f-4c25-aa23-cb454c318447,もちろん,もちろん,mochiron,"certainly, of course",156
dc34c218-9ebd-45c8-90fd-2b6a7b3c847b,もらう,もらう,morau,to receive,157
1ebf67d8-8007-487b-8e04-a1a8bf3d58f1,やっと,やっと,yatto,"at last, finally",158
781400b7-92ca-49e8-a433-009ca291e891,やはり; やっぱり,やはり; やっぱり,yahari; yappari,"as I thought, absolutely",159
8da0d474-a2b0-4288-9e76-06f492e657ae,一度,いちど,ichido,"once, one time",165
be8f8c4f-aceb-41b5-a104-ec03ad9a6ea5,一杯,いっぱい,ippai,"full, to the utmost",166
ccc50bcb-3579-4f73-99dc-42a252620de3,丁寧,ていねい,teinei,"polite, courteous, careful",167
426043f5-0b53-427c-a01e-b458d055a968,下げる,さげる,sageru,"to lower, to hang",168
31aa3c50-3b2c-4575-9cfe-78a520409ef2,下る,さがる,sagaru,"to descend, to drop, to fall",169
98fd8b02-087c-490f-a671-c72b07864d4a,下宿,げしゅく,geshuku,"lodging, boarding house",170
1b308dd5-06f4-4500-b572-ae8231a9f9e0,下着,したぎ,shitagi,underwear,171
a9709968-84fd-4a42-bd0c-3ba554550704,不便,ふべん,fuben,inconvenience,172
a938c4ee-2392-46ce-b890-c06bf5b7b9c3,世界,せかい,sekai,world,173
ce4a44af-4c54-4c5d-ad16-09c260e916a6,世話,せわする,sewasuru,"looking after, to look after",174
0d9e368e-2813-4ddb-a581-b8076c0da004,両方,りょうほう,ryouhou,"both sides, both parties",175
a100c6c5-b87f-40ca-8b45-38d45de0e2b8,久しぶり,ひさしぶり,hisashiburi,"it has been a long time, for the first time in a long time",176
5664de81-d472-41aa-b190-6e6736aa1d01,乗り換える,のりかえる,norikaeru,"to transfer, to change",177
5cf46850-ce32-4bab-a952-79fa0b21c469,乗り物,のりもの,norimono,vehicle,178
e4b92de0-5b47-4c2a-a140-1cd1a0b4fede,乾く,かわく,kawaku,to get dry,179
24abd871-1144-4dcf-b3cc-ee02ea4eb3da,予定,よてい,yotei,"plans, arrangement, schedule",180
bfcfddc0-751e-4140-9606-60bf4d2e0e0b,予約,よやく,yoyaku,reservation,181
d14b5093-46bd-4c3c-9b9d-6eefc9cdbdbe,予習,よしゅう,yoshuu,preparation of lessons,182
dd931a75-6398-4684-9171-f76a77942fec,事務所,じむしょ,jimusho,office,183
5ca47c95-9462-4c9b-b251-1c07ac559aa8,事故,じこ,jiko,accident,184
96ee31d4-4f9c-421f-8825-4651963b85d4,亡くなる,なくなる,nakunaru,to pass away,185
9fdba25b-3f68-46a5-9b91-9ff3cd4bd7cb,交通,こうつう,koutsuu,"traffic, transportation",186
008bce95-decd-4775-96e8-3f98086b43ad,人口,じんこう,jinkou,population,187
ec35a753-f2cb-4bda-833c-5a0694bf937c,人形,にんぎょう,ningyou,"doll, figure",188
fa0df763-5d8e-41e1-ad26-7b0d429e33e0,今夜,こんや,konya,"this evening, tonight",189
51e98f12-e78f-48c3-9c3b-09c369f7a8ca,今度,こんど,kondo,"now, this time, near future, one of these days, next time",190
6015eb5b-36a1-49a4-88ff-2d761ef446ad,仕方,しかた,shikata,way,191
6197da13-b22b-4966-ad5b-6f29bb7f02ce,以上,いじょう,ijou,"more than, this is all",192
deaa29b6-cb45-4797-b015-63623140cb06,以下,いか,ika,"less than, below",193
b0a63a6b-b3dc-41f2-a08b-7e3281945d8e,以内,いない,inai,"within, less than",194
ec94f1a5-0d26-4b82-a77d-0ce0cc347903,以外,いがい,igai,"other than, with the exception of, excepting",195
24a7ec3b-d99c-4247-bd9b-ba6676234deb,会話,かいわ,kaiwa,conversation,196
4ea6f8ed-cb81-4511-9913-dcb914558e8c,会議,かいぎ,kaigi,"business meeting, conference",197
ee52e162-101a-4128-a0c6-792697c9c139,伝える,つたえる,tsutaeru,"to convey, to tell, to report",198
0592dbd5-3359-4fbb-97ce-5b23b0e675c5,伺う,うかがう,ukagau,"humble form of 行く, 聞く and 来る",199
3b819a9d-1180-40ce-b763-cde781bf19c6,例えば,たとえば,tatoeba,"for example, e.g.",200
42310999-8566-48d0-8d08-57d667e03da1,倍,ばい,bai,double,201
b1b7bac1-1774-4ddf-b689-51d677d93071,倒れる,たおれる,taoreru,"to collapse, to break down",202
0828908f-5c09-435e-a59a-be32e22c73aa,値段,ねだん,nedan,price,203
82735b2b-74f3-4d9c-89a7-25cae9e15443,僕,ぼく,boku,I,204
0d4db66d-cf57-4e6a-aa34-28c4eb63ca5a,億,おく,oku,hundred million,205
2165edf4-1e56-4ff4-b0f9-d570ec2013da,先輩,せんぱい,senpai,senior members of a group,206
aaf9af4f-45e9-457c-b9d1-d0508b960432,光,ひかり,hikari,light,207
7b4dc13a-000a-4512-9f17-18f5c477a36f,光る,ひかる,hikaru,"to shine, to glitter",208
ce7fd2b3-d9b9-4a8c-bb77-a7576ec0c44b,入院,にゅういんする,nyuuinsuru,hospitalization,209
1fdf4789-895e-4ee5-a88c-c1bf71177be4,全然,ぜんぜん,zenzen,"not at all, wholly, entirely",210
ce27d0ba-ae89-43ec-b15d-53afc5ec9e48,公務員,こうむいん,koumuin,"government worker, public servant",211
9ee0dd4a-58d6-49e5-a862-d68f0c28082c,具合,ぐあい,guai,"condition, state, health",212
346a99ea-a0e0-406f-9c3b-33fe78c08817,内,うち,uchi,"within, inside",213
883fccf2-aa07-4aa1-b5b6-d775cc84859c,再来月,さらいげつ,saraigetsu,the month after next,214
34157e20-8918-40fa-9540-4665da93ca45,再来週,さらいしゅう,saraishuu,the week after next,215
de5d892e-d2a5-495f-b266-18ed9bb6e387,写す,うつす,utsusu,"to copy, to photograph",216
dfe17df7-6619-497d-b648-62d4148154a2,冷える,ひえる,hieru,"to grow cold, to cool down",217
2b3bf9b9-53d9-45b9-95e6-6b069375a8c8,冷房,れいぼう,reibou,"cooling, air conditioning",218
30400c81-02f5-47d2-a16d-1c14c0754595,凄い,すごい,sugoi,"terrific, great",219
733165e1-dc12-44b5-9773-9b552d27a3e2,出席,しゅっせきする,shussekisuru,attendance,220
ac1231d7-55a4-47eb-a94c-c50a6ca87851,出発,しゅっぱつする,shuppatsusuru,departure,221
8fd8196a-e25c-414f-bf4a-9dbf737314cd,別,べつ,betsu,"distinction, different",222
5b161856-ab98-4fcb-b86d-dcded7001cd8,別れる,わかれる,wakareru,"to part from, to separate",223
c86b3cba-1509-444b-b0d7-69a64f1c58a4,利用,りよう,riyou,"use, utilization",224
380902ba-7d68-4ccc-8c2b-636992398a30,割れる,われる,wareru,to break,225
26842750-68b1-4084-8160-02b6602bfe82,割合,わりあい,wariai,"rate, ratio, percentage",226
cc6f6ed9-8851-42ee-b52d-49b2b373a31b,力,ちから,chikara,"strength, power",227
6c96eb9c-d34c-4603-a2f6-df1946b5cd60,動く,うごく,ugoku,to move,228
1513d1a2-a664-436b-b9b7-4369d12bb834,動物園,どうぶつえん,doubutsuen,zoo,229
3e058f2b-f669-49a1-8c5e-0dd950774bd5,勝つ,かつ,katsu,to win,230
b0618704-01cc-43d8-b9ae-a21d7f176099,匂い,におい,nioi,"odor, smell",231
9605518c-f20a-4ad9-af50-7aaae2aa99d1,包む,つつむ,tsutsumu,"to wrap, to cover",232
fc12db16-038b-4c3b-a680-638de7d778e7,医学,いがく,igaku,medical science,233
4df9c598-9a54-43dd-8549-16fb352ee120,十分,じゅうぶん,juubun,enough,234
4aac62d4-e357-4cb0-b587-a88e2f897db1,卒業,そつぎょう,sotsugyou,graduation,235
01ea17c0-7e56-4924-a475-3fa0f0428d97,危険,きけん,kiken,"danger, risk, hazard",236
6fce340b-57c3-469a-871c-4d2a607883b9,原因,げんいん,genin,"cause, origin, source",237
ad8e1b75-b094-46b2-be73-c7fc718bfa21,参る,まいる,mairu,humble expression for 行く and 来る,238
561fe186-d7c2-4b12-b01c-955c3333fec6,反対,はんたい,hantai,"oppose, opposition, resistance",239
cfc79f84-5175-4795-ab07-52e77e1d6681,受ける,うける,ukeru,"to take, to receive",240
dd44eabc-14aa-401c-a63c-66593b624314,受付,うけつけ,uketsuke,reception desk,241
fbe6ecf9-6343-48d4-b2a0-6c66dd82eb84,召し上がる,めしあがる,meshiagaru,"to eat, to drink, to consume",242
a4685431-617c-46e1-8e21-b83e2a3716f5,台風,たいふう,taifuu,typhoon,243
d13c8ae6-e52f-4871-ae1e-fa01bd2a7270,叱る,しかる,shikaru,to scold,244
cb68ee92-4f62-4961-a0ce-b2d661235e2c,合う,あう,au,"to fit, to match",245
b48a1bd1-5daa-4073-9ee3-fbb9830de66c,君,きみ,kimi,you,246
b48e5af9-e87a-473a-af20-c2a9a62317de,周り,まわり,mawari,surroundings,247
19e6f1d3-4fed-498f-ad8f-7bd92635482d,味,あじ,aji,"flavor, taste",248
1804196b-7145-475c-9257-614c3758810a,味噌,みそ,miso,"miso, bean paste",249
07eaffdb-2670-445b-b83d-ae1e04ba88fd,喉,のど,nodo,throat,250
70939cb8-b529-4d24-a755-4513f08103f6,嘘,うそ,uso,lie,251
97c17105-c7dc-4e4d-b073-7851f6ad3470,噛む,かむ,kamu,"to bite, to chew",252
a974edc6-af7b-4b02-a9a5-037ed81d4989,国際,こくさい,kokusai,international,253
6adc0aff-b89d-4df1-bfbf-b96cb07b4272,地理,ちり,chiri,geography,254
e78e0306-5d73-4a44-a0ea-7ef8fe1cbf9b,地震,じしん,jishin,earthquake,255
4071a2d9-2015-4ee1-a407-beb172cbfb61,坂,さか,saka,"slope, hill",256
9170ecbb-60e5-4442-8b12-508dcf950666,場合,ばあい,baai,"case, situation",257
f3a25aa8-81ce-4e87-aa13-38041b39ab03,塗る,ぬる,nuru,"to paint, to plaster",258
3e0eaf01-6fb2-4913-8a76-0d0a690f0b26,増える,ふえる,fueru,"to increase, to multiply",259
f5ae501b-55eb-4323-8369-334deaf82f20,壁,かべ,kabe,wall,260
c2c0bb6a-2a59-498b-9cec-15826c2991ea,壊す,こわす,kowasu,"to break, to break down",261
379d44e0-3d61-4307-951b-75f88b24f6ba,変,へん,hen,"strange, odd",262
f898daf8-e1f8-4f1b-8485-39cb73ec7fd6,変える,かえる,kaeru,"to change, to alter, to vary",263
4e8d1b0b-4070-47bd-a21b-735aaa223404,夢,ゆめ,yume,a dream,264
c6aefbd7-44b6-4c88-97de-3619216a25f5,大事,だいじ,daiji,"important, valuable, serious matter",265
780d8495-7282-4c25-a5f3-90effd3a8038,大分,だいぶ,daibu,"fairly well, to a large extent, considerably, pretty much",266
77189041-2cb2-4e6b-99ef-5bfa5f1fd3f3,大学生,だいがくせい,daigakusei,"college student, university student",267
f19b8f85-d7b7-4b5a-9142-27974b34c62d,天気予報,てんきよほう,tenkiyohou,weather forecast,268
aab4709e-20b3-46d5-99d6-31f22f4c0ffb,太る,ふとる,futoru,to gain weight,269
701735d6-9500-4b2b-8fd2-67d3b823ba69,夫,おっと,otto,husband,270
c42bf5fa-5397-406c-b123-348310c4abeb,失敗,しっぱい,shippai,"failure, mistake",271
3f7a7b7c-0fb0-461a-b11d-6a4bc0f43692,失礼,しつれい,shitsurei,"discourtesy, impoliteness, Excuse me",272
ab805e90-bdbd-4115-bc5e-b71a97c0740a,女性,じょせい,josei,woman,273
b5a0d194-8657-4584-ae07-fbc5f2266cf0,妻,つま,tsuma,wife,274
445f2039-64e8-464e-b69f-aaf83eba8cdf,娘,むすめ,musume,daughter,275
85c67d68-20a2-4e05-9d96-1eacfef69720,子,こ,ko,child,276
9268ddca-6834-4886-8c7f-a658e192649d,字,じ,ji,"letter, character",277
361f01ec-5a3f-4fa9-b3dd-063e1d86ae30,季節,きせつ,kisetsu,season,278
c41757ee-dea2-4eae-89ca-1498e73af776,安全,あんぜん,anzen,"safety, security",279
